13/06/2015;06:45 ã;25;0
13/06/2015;06:47 ã;25;52
13/06/2015;06:48 ã;25;56

13/06/2015;06:10 ã;25;164
13/06/2015;06:10 ã;24;128
13/06/2015;06:11 ã;24;92
13/06/2015;06:12 ã;24;128
13/06/2015;06:12 ã;24;120
13/06/2015;06:12 ã;24;68
13/06/2015;06:13 ã;24;80
13/06/2015;06:13 ã;24;84
13/06/2015;06:14 ã;25;84
